video,annotation,translation
027/P13_S027_00.mp4,Где здесь туалет,Где здесь туалет
027/P13_S027_01.mp4,Где здесь туалет,Где здесь туалет
027/P13_S027_02.mp4,Где здесь туалет,Где здесь туалет
027/P13_S027_03.mp4,Где здесь туалет,Где здесь туалет
027/P13_S027_04.mp4,Где здесь туалет,Где здесь туалет
028/P13_S028_00.mp4,Мне нужно туалет,Мне нужно в туалет
028/P13_S028_01.mp4,Мне нужно туалет,Мне нужно в туалет
028/P13_S028_02.mp4,Мне нужно туалет,Мне нужно в туалет
028/P13_S028_03.mp4,Мне нужно туалет,Мне нужно в туалет
028/P13_S028_04.mp4,Мне нужно туалет,Мне нужно в туалет
029/P13_S029_00.mp4,Как я могу помощь,Как я могу помочь
029/P13_S029_01.mp4,Как я могу помощь,Как я могу помочь
029/P13_S029_02.mp4,Как я могу помощь,Как я могу помочь
029/P13_S029_03.mp4,Как я могу помощь,Как я могу помочь
029/P13_S029_04.mp4,Как я могу помощь,Как я могу помочь
030/P13_S030_00.mp4,Мне нужна помощь,Мне нужна помощь
030/P13_S030_01.mp4,Мне нужна помощь,Мне нужна помощь
030/P13_S030_02.mp4,Мне нужна помощь,Мне нужна помощь
030/P13_S030_03.mp4,Мне нужна помощь,Мне нужна помощь
030/P13_S030_04.mp4,Мне нужна помощь,Мне нужна помощь
031/P13_S031_00.mp4,Я вам помощь быть,Я вам помогу
031/P13_S031_01.mp4,Я вам помощь быть,Я вам помогу
031/P13_S031_02.mp4,Я вам помощь быть,Я вам помогу
031/P13_S031_03.mp4,Я вам помощь быть,Я вам помогу
031/P13_S031_04.mp4,Я вам помощь быть,Я вам помогу
032/P13_S032_00.mp4,Я искать работа,Я ищу работу
032/P13_S032_01.mp4,Я искать работа,Я ищу работу
032/P13_S032_02.mp4,Я искать работа,Я ищу работу
032/P13_S032_03.mp4,Я искать работа,Я ищу работу
032/P13_S032_04.mp4,Я искать работа,Я ищу работу
033/P13_S033_00.mp4,Мне надо переводчик,Мне нужен переводчик
033/P13_S033_01.mp4,Мне надо переводчик,Мне нужен переводчик
033/P13_S033_02.mp4,Мне надо переводчик,Мне нужен переводчик
033/P13_S033_03.mp4,Мне надо переводчик,Мне нужен переводчик
033/P13_S033_04.mp4,Мне надо переводчик,Мне нужен переводчик
034/P13_S034_00.mp4,Что делать отдых,Что делать в выходной
034/P13_S034_01.mp4,Что делать отдых,Что делать в выходной
034/P13_S034_02.mp4,Что делать отдых,Что делать в выходной
034/P13_S034_03.mp4,Что делать отдых,Что делать в выходной
034/P13_S034_04.mp4,Что делать отдых,Что делать в выходной
035/P13_S035_00.mp4,Вызов врач,Вызовите скорую
035/P13_S035_01.mp4,Вызов врач,Вызовите скорую
035/P13_S035_02.mp4,Вызов врач,Вызовите скорую
035/P13_S035_03.mp4,Вызов врач,Вызовите скорую
035/P13_S035_04.mp4,Вызов врач,Вызовите скорую
036/P13_S036_00.mp4,Вызов полиция,Вызовите полицию
036/P13_S036_01.mp4,Вызов полиция,Вызовите полицию
036/P13_S036_02.mp4,Вызов полиция,Вызовите полицию
036/P13_S036_03.mp4,Вызов полиция,Вызовите полицию
036/P13_S036_04.mp4,Вызов полиция,Вызовите полицию
037/P13_S037_00.mp4,Помогите боль голова сердце и трудно воздух,Помогите болит голова сердце и трудно дышать
037/P13_S037_01.mp4,Помогите боль голова сердце и трудно воздух,Помогите болит голова сердце и трудно дышать
037/P13_S037_02.mp4,Помогите боль голова сердце и трудно воздух,Помогите болит голова сердце и трудно дышать
037/P13_S037_03.mp4,Помогите боль голова сердце и трудно воздух,Помогите болит голова сердце и трудно дышать
037/P13_S037_04.mp4,Помогите боль голова сердце и трудно воздух,Помогите болит голова сердце и трудно дышать
038/P13_S038_00.mp4,Я не могу дышать,Я не могу дышать
038/P13_S038_01.mp4,Я не могу дышать,Я не могу дышать
038/P13_S038_02.mp4,Я не могу дышать,Я не могу дышать
038/P13_S038_03.mp4,Я не могу дышать,Я не могу дышать
038/P13_S038_04.mp4,Я не могу дышать,Я не могу дышать
039/P13_S039_00.mp4,Мне надо больше воздух,Мне нужно больше дышать
039/P13_S039_01.mp4,Мне надо больше воздух,Мне нужно больше дышать
039/P13_S039_02.mp4,Мне надо больше воздух,Мне нужно больше дышать
039/P13_S039_03.mp4,Мне надо больше воздух,Мне нужно больше дышать
039/P13_S039_04.mp4,Мне надо больше воздух,Мне нужно больше дышать
040/P13_S040_00.mp4,Что делать,Что делать
040/P13_S040_01.mp4,Что делать,Что делать
040/P13_S040_02.mp4,Что делать,Что делать
040/P13_S040_03.mp4,Что делать,Что делать
040/P13_S040_04.mp4,Что делать,Что делать
041/P13_S041_00.mp4,Желаю хороший день,Желаю хорошего дня
041/P13_S041_01.mp4,Желаю хороший день,Желаю хорошего дня
041/P13_S041_02.mp4,Желаю хороший день,Желаю хорошего дня
041/P13_S041_03.mp4,Желаю хороший день,Желаю хорошего дня
041/P13_S041_04.mp4,Желаю хороший день,Желаю хорошего дня
042/P13_S042_00.mp4,Желаю хороший вечер,Желаю хорошего вечера
042/P13_S042_01.mp4,Желаю хороший вечер,Желаю хорошего вечера
042/P13_S042_02.mp4,Желаю хороший вечер,Желаю хорошего вечера
042/P13_S042_03.mp4,Желаю хороший вечер,Желаю хорошего вечера
042/P13_S042_04.mp4,Желаю хороший вечер,Желаю хорошего вечера
043/P13_S043_00.mp4,Доброе утро,Доброе утро
043/P13_S043_01.mp4,Доброе утро,Доброе утро
043/P13_S043_02.mp4,Доброе утро,Доброе утро
043/P13_S043_03.mp4,Доброе утро,Доброе утро
043/P13_S043_04.mp4,Доброе утро,Доброе утро
044/P13_S044_00.mp4,Добрый день,Добрый день
044/P13_S044_01.mp4,Добрый день,Добрый день
044/P13_S044_02.mp4,Добрый день,Добрый день
044/P13_S044_03.mp4,Добрый день,Добрый день
044/P13_S044_04.mp4,Добрый день,Добрый день
045/P13_S045_00.mp4,Добрый вечер,Добрый вечер
045/P13_S045_01.mp4,Добрый вечер,Добрый вечер
045/P13_S045_02.mp4,Добрый вечер,Добрый вечер
045/P13_S045_03.mp4,Добрый вечер,Добрый вечер
045/P13_S045_04.mp4,Добрый вечер,Добрый вечер
046/P13_S046_00.mp4,Спокойно ночь,Спокойной ночи
046/P13_S046_01.mp4,Спокойно ночь,Спокойной ночи
046/P13_S046_02.mp4,Спокойно ночь,Спокойной ночи
046/P13_S046_03.mp4,Спокойно ночь,Спокойной ночи
046/P13_S046_04.mp4,Спокойно ночь,Спокойной ночи
047/P13_S047_00.mp4,Береги себя,Береги себя
047/P13_S047_01.mp4,Береги себя,Береги себя
047/P13_S047_02.mp4,Береги себя,Береги себя
047/P13_S047_03.mp4,Береги себя,Береги себя
047/P13_S047_04.mp4,Береги себя,Береги себя
048/P13_S048_00.mp4,Передавай привет жене,Передавай привет жене
048/P13_S048_01.mp4,Передавай привет жене,Передавай привет жене
048/P13_S048_02.mp4,Передавай привет жене,Передавай привет жене
048/P13_S048_03.mp4,Передавай привет жене,Передавай привет жене
048/P13_S048_04.mp4,Передавай привет жене,Передавай привет жене
049/P13_S049_00.mp4,Удачи завтра,Удачи завтра
049/P13_S049_01.mp4,Удачи завтра,Удачи завтра
049/P13_S049_02.mp4,Удачи завтра,Удачи завтра
049/P13_S049_03.mp4,Удачи завтра,Удачи завтра
049/P13_S049_04.mp4,Удачи завтра,Удачи завтра
050/P13_S050_00.mp4,Желаю чтобы все получилось,Желаю чтобы все получилось
050/P13_S050_01.mp4,Желаю чтобы все получилось,Желаю чтобы все получилось
050/P13_S050_02.mp4,Желаю чтобы все получилось,Желаю чтобы все получилось
050/P13_S050_03.mp4,Желаю чтобы все получилось,Желаю чтобы все получилось
050/P13_S050_04.mp4,Желаю чтобы все получилось,Желаю чтобы все получилось
051/P13_S051_00.mp4,Спасибо большое,Спасибо большое
051/P13_S051_01.mp4,Спасибо большое,Спасибо большое
051/P13_S051_02.mp4,Спасибо большое,Спасибо большое
051/P13_S051_03.mp4,Спасибо большое,Спасибо большое
051/P13_S051_04.mp4,Спасибо большое,Спасибо большое
052/P13_S052_00.mp4,До скоро встреча,До скорой встречи
052/P13_S052_01.mp4,До скоро встреча,До скорой встречи
052/P13_S052_02.mp4,До скоро встреча,До скорой встречи
052/P13_S052_03.mp4,До скоро встреча,До скорой встречи
052/P13_S052_04.mp4,До скоро встреча,До скорой встречи
053/P13_S053_00.mp4,Будем созваниваться,Будем созваниваться
053/P13_S053_01.mp4,Будем созваниваться,Будем созваниваться
053/P13_S053_02.mp4,Будем созваниваться,Будем созваниваться
053/P13_S053_03.mp4,Будем созваниваться,Будем созваниваться
053/P13_S053_04.mp4,Будем созваниваться,Будем созваниваться
054/P13_S054_00.mp4,До следующей встречи,До свидания
054/P13_S054_01.mp4,До следующей встречи,До свидания
054/P13_S054_02.mp4,До следующей встречи,До свидания
054/P13_S054_03.mp4,До следующей встречи,До свидания
054/P13_S054_04.mp4,До следующей встречи,До свидания
055/P13_S055_00.mp4,Как твое имя,Как тебя зовут
055/P13_S055_01.mp4,Как твое имя,Как тебя зовут
055/P13_S055_02.mp4,Как твое имя,Как тебя зовут
055/P13_S055_03.mp4,Как твое имя,Как тебя зовут
055/P13_S055_04.mp4,Как твое имя,Как тебя зовут
056/P13_S056_00.mp4,мое имя,Меня зовут
056/P13_S056_01.mp4,мое имя,Меня зовут
056/P13_S056_02.mp4,мое имя,Меня зовут
056/P13_S056_03.mp4,мое имя,Меня зовут
056/P13_S056_04.mp4,мое имя,Меня зовут
058/P13_S058_00.mp4,Мое прозвище,Мое прозвище
058/P13_S058_01.mp4,Мое прозвище,Мое прозвище
058/P13_S058_02.mp4,Мое прозвище,Мое прозвище
058/P13_S058_03.mp4,Мое прозвище,Мое прозвище
058/P13_S058_04.mp4,Мое прозвище,Мое прозвище
059/P13_S059_00.mp4,Приятно познакомиться,Приятно познакомиться
059/P13_S059_01.mp4,Приятно познакомиться,Приятно познакомиться
059/P13_S059_02.mp4,Приятно познакомиться,Приятно познакомиться
059/P13_S059_03.mp4,Приятно познакомиться,Приятно познакомиться
059/P13_S059_04.mp4,Приятно познакомиться,Приятно познакомиться
060/P13_S060_00.mp4,Мне тоже,Мне тоже
060/P13_S060_01.mp4,Мне тоже,Мне тоже
060/P13_S060_02.mp4,Мне тоже,Мне тоже
060/P13_S060_03.mp4,Мне тоже,Мне тоже
060/P13_S060_04.mp4,Мне тоже,Мне тоже
061/P13_S061_00.mp4,Сколько вам лет,Сколько вам лет
061/P13_S061_01.mp4,Сколько вам лет,Сколько вам лет
061/P13_S061_02.mp4,Сколько вам лет,Сколько вам лет
061/P13_S061_03.mp4,Сколько вам лет,Сколько вам лет
061/P13_S061_04.mp4,Сколько вам лет,Сколько вам лет
062/P13_S062_00.mp4,Мой возраст,Мой возраст
062/P13_S062_01.mp4,Мой возраст,Мой возраст
062/P13_S062_02.mp4,Мой возраст,Мой возраст
062/P13_S062_03.mp4,Мой возраст,Мой возраст
062/P13_S062_04.mp4,Мой возраст,Мой возраст
064/P13_S064_00.mp4,Откуда ты родился,Откуда вы родом
064/P13_S064_01.mp4,Откуда ты родился,Откуда вы родом
064/P13_S064_02.mp4,Откуда ты родился,Откуда вы родом
064/P13_S064_03.mp4,Откуда ты родился,Откуда вы родом
064/P13_S064_04.mp4,Откуда ты родился,Откуда вы родом
065/P13_S065_00.mp4,Где ты родился,Где ты родился
065/P13_S065_01.mp4,Где ты родился,Где ты родился
065/P13_S065_02.mp4,Где ты родился,Где ты родился
065/P13_S065_03.mp4,Где ты родился,Где ты родился
065/P13_S065_04.mp4,Где ты родился,Где ты родился
066/P13_S066_00.mp4,Я север Казахстан приехал,Я из севера Казахстана
066/P13_S066_01.mp4,Я север Казахстан приехал,Я из севера Казахстана
066/P13_S066_02.mp4,Я север Казахстан приехал,Я из севера Казахстана
066/P13_S066_03.mp4,Я север Казахстан приехал,Я из севера Казахстана
066/P13_S066_04.mp4,Я север Казахстан приехал,Я из севера Казахстана
067/P13_S067_00.mp4,Я юг Казахстан приехал,Я с юга Казахстана
067/P13_S067_01.mp4,Я юг Казахстан приехал,Я с юга Казахстана
067/P13_S067_02.mp4,Я юг Казахстан приехал,Я с юга Казахстана
067/P13_S067_03.mp4,Я юг Казахстан приехал,Я с юга Казахстана
067/P13_S067_04.mp4,Я юг Казахстан приехал,Я с юга Казахстана
068/P13_S068_00.mp4,Я запад Казахстан приехал,Я с запада Казахстана
068/P13_S068_01.mp4,Я запад Казахстан приехал,Я с запада Казахстана
068/P13_S068_02.mp4,Я запад Казахстан приехал,Я с запада Казахстана
068/P13_S068_03.mp4,Я запад Казахстан приехал,Я с запада Казахстана
068/P13_S068_04.mp4,Я запад Казахстан приехал,Я с запада Казахстана
069/P13_S069_00.mp4,Я восток Россия приехал,Я с востока России
069/P13_S069_01.mp4,Я восток Россия приехал,Я с востока России
069/P13_S069_02.mp4,Я восток Россия приехал,Я с востока России
069/P13_S069_03.mp4,Я восток Россия приехал,Я с востока России
069/P13_S069_04.mp4,Я восток Россия приехал,Я с востока России
070/P13_S070_00.mp4,Я живу город Алматы,Я живу в городе Алматы
070/P13_S070_01.mp4,Я живу город Алматы,Я живу в городе Алматы
070/P13_S070_02.mp4,Я живу город Алматы,Я живу в городе Алматы
070/P13_S070_03.mp4,Я живу город Алматы,Я живу в городе Алматы
070/P13_S070_04.mp4,Я живу город Алматы,Я живу в городе Алматы
071/P13_S071_00.mp4,Я живу город Москва,Я живу в городе Москва
071/P13_S071_01.mp4,Я живу город Москва,Я живу в городе Москва
071/P13_S071_02.mp4,Я живу город Москва,Я живу в городе Москва
071/P13_S071_03.mp4,Я живу город Москва,Я живу в городе Москва
071/P13_S071_04.mp4,Я живу город Москва,Я живу в городе Москва
072/P13_S072_00.mp4,Я живу город Санкт-Пeтербург,Я живу в городе Санкт-Пeтербург
072/P13_S072_01.mp4,Я живу город Санкт-Пeтербург,Я живу в городе Санкт-Пeтербург
072/P13_S072_02.mp4,Я живу город Санкт-Пeтербург,Я живу в городе Санкт-Пeтербург
072/P13_S072_03.mp4,Я живу город Санкт-Пeтербург,Я живу в городе Санкт-Пeтербург
072/P13_S072_04.mp4,Я живу город Санкт-Пeтербург,Я живу в городе Санкт-Пeтербург
073/P13_S073_00.mp4,Я живу город Ташкент,Я живу в городе Ташкент
073/P13_S073_01.mp4,Я живу город Ташкент,Я живу в городе Ташкент
073/P13_S073_02.mp4,Я живу город Ташкент,Я живу в городе Ташкент
073/P13_S073_03.mp4,Я живу город Ташкент,Я живу в городе Ташкент
073/P13_S073_04.mp4,Я живу город Ташкент,Я живу в городе Ташкент
074/P13_S074_00.mp4,Давно жить Киев,Давно живете в Киеве
074/P13_S074_01.mp4,Давно жить Киев,Давно живете в Киеве
074/P13_S074_02.mp4,Давно жить Киев,Давно живете в Киеве
074/P13_S074_03.mp4,Давно жить Киев,Давно живете в Киеве
074/P13_S074_04.mp4,Давно жить Киев,Давно живете в Киеве
075/P13_S075_00.mp4,Да я здесь родился,Да я здесь родился
075/P13_S075_01.mp4,Да я здесь родился,Да я здесь родился
075/P13_S075_02.mp4,Да я здесь родился,Да я здесь родился
075/P13_S075_03.mp4,Да я здесь родился,Да я здесь родился
075/P13_S075_04.mp4,Да я здесь родился,Да я здесь родился
076/P13_S076_00.mp4,Нет живу пока здесь,Нет живу пока здесь
076/P13_S076_01.mp4,Нет живу пока здесь,Нет живу пока здесь
076/P13_S076_02.mp4,Нет живу пока здесь,Нет живу пока здесь
076/P13_S076_03.mp4,Нет живу пока здесь,Нет живу пока здесь
076/P13_S076_04.mp4,Нет живу пока здесь,Нет живу пока здесь
077/P13_S077_00.mp4,Да живу вырос,Да живу с самого детства
077/P13_S077_01.mp4,Да живу вырос,Да живу с самого детства
077/P13_S077_02.mp4,Да живу вырос,Да живу с самого детства
077/P13_S077_03.mp4,Да живу вырос,Да живу с самого детства
077/P13_S077_04.mp4,Да живу вырос,Да живу с самого детства
078/P13_S078_00.mp4,Я живу родился,Я живу с рождения
078/P13_S078_01.mp4,Я живу родился,Я живу с рождения
078/P13_S078_02.mp4,Я живу родился,Я живу с рождения
078/P13_S078_03.mp4,Я живу родился,Я живу с рождения
078/P13_S078_04.mp4,Я живу родился,Я живу с рождения
079/P13_S079_00.mp4,Нет переехали сюда недавно,Нет переехали сюда недавно
079/P13_S079_01.mp4,Нет переехали сюда недавно,Нет переехали сюда недавно
079/P13_S079_02.mp4,Нет переехали сюда недавно,Нет переехали сюда недавно
079/P13_S079_03.mp4,Нет переехали сюда недавно,Нет переехали сюда недавно
079/P13_S079_04.mp4,Нет переехали сюда недавно,Нет переехали сюда недавно
080/P13_S080_00.mp4,Когда у тебя день рождения,Когда у тебя день рождения
080/P13_S080_01.mp4,Когда у тебя день рождения,Когда у тебя день рождения
080/P13_S080_02.mp4,Когда у тебя день рождения,Когда у тебя день рождения
080/P13_S080_03.mp4,Когда у тебя день рождения,Когда у тебя день рождения
080/P13_S080_04.mp4,Когда у тебя день рождения,Когда у тебя день рождения
081/P13_S081_00.mp4,У меня сегодня день рождения,У меня сегодня день рождения
081/P13_S081_01.mp4,У меня сегодня день рождения,У меня сегодня день рождения
081/P13_S081_02.mp4,У меня сегодня день рождения,У меня сегодня день рождения
081/P13_S081_03.mp4,У меня сегодня день рождения,У меня сегодня день рождения
081/P13_S081_04.mp4,У меня сегодня день рождения,У меня сегодня день рождения
082/P13_S082_00.mp4,У меня вчера было день рождения,У меня вчера было день рождения
082/P13_S082_01.mp4,У меня вчера было день рождения,У меня вчера было день рождения
082/P13_S082_02.mp4,У меня вчера было день рождения,У меня вчера было день рождения
082/P13_S082_03.mp4,У меня вчера было день рождения,У меня вчера было день рождения
082/P13_S082_04.mp4,У меня вчера было день рождения,У меня вчера было день рождения
083/P13_S083_00.mp4,У тебя завтра день рождения поздравляю,У тебя завтра день рождения поздравляю
083/P13_S083_01.mp4,У тебя завтра день рождения поздравляю,У тебя завтра день рождения поздравляю
083/P13_S083_02.mp4,У тебя завтра день рождения поздравляю,У тебя завтра день рождения поздравляю
083/P13_S083_03.mp4,У тебя завтра день рождения поздравляю,У тебя завтра день рождения поздравляю
083/P13_S083_04.mp4,У тебя завтра день рождения поздравляю,У тебя завтра день рождения поздравляю
084/P13_S084_00.mp4,Я рад тебя,Я рад за тебя
084/P13_S084_01.mp4,Я рад тебя,Я рад за тебя
084/P13_S084_02.mp4,Я рад тебя,Я рад за тебя
084/P13_S084_03.mp4,Я рад тебя,Я рад за тебя
084/P13_S084_04.mp4,Я рад тебя,Я рад за тебя
085/P13_S085_00.mp4,Ты замужем,Ты замужем женат
085/P13_S085_01.mp4,Ты замужем,Ты замужем женат
085/P13_S085_02.mp4,Ты замужем,Ты замужем женат
085/P13_S085_03.mp4,Ты замужем,Ты замужем женат
085/P13_S085_04.mp4,Ты замужем,Ты замужем женат
086/P13_S086_00.mp4,У меня есть супруг,У меня есть супруг
086/P13_S086_01.mp4,У меня есть супруг,У меня есть супруг
086/P13_S086_02.mp4,У меня есть супруг,У меня есть супруг
086/P13_S086_03.mp4,У меня есть супруг,У меня есть супруг
086/P13_S086_04.mp4,У меня есть супруг,У меня есть супруг
087/P13_S087_00.mp4,Я замужем,Я женат
087/P13_S087_01.mp4,Я замужем,Я женат
087/P13_S087_02.mp4,Я замужем,Я женат
087/P13_S087_03.mp4,Я замужем,Я женат
087/P13_S087_04.mp4,Я замужем,Я женат
088/P13_S088_00.mp4,Я холост,Я холост не замужем
088/P13_S088_01.mp4,Я холост,Я холост не замужем
088/P13_S088_02.mp4,Я холост,Я холост не замужем
088/P13_S088_03.mp4,Я холост,Я холост не замужем
088/P13_S088_04.mp4,Я холост,Я холост не замужем
089/P13_S089_00.mp4,У тебя есть дети,У тебя есть дети
089/P13_S089_01.mp4,У тебя есть дети,У тебя есть дети
089/P13_S089_02.mp4,У тебя есть дети,У тебя есть дети
089/P13_S089_03.mp4,У тебя есть дети,У тебя есть дети
089/P13_S089_04.mp4,У тебя есть дети,У тебя есть дети
090/P13_S090_00.mp4,Моя дочка красивая,Моя дочка красивая
090/P13_S090_01.mp4,Моя дочка красивая,Моя дочка красивая
090/P13_S090_02.mp4,Моя дочка красивая,Моя дочка красивая
090/P13_S090_03.mp4,Моя дочка красивая,Моя дочка красивая
090/P13_S090_04.mp4,Моя дочка красивая,Моя дочка красивая
091/P13_S091_00.mp4,Моя жена ходит в магазин,Моя жена ходит в магазин
091/P13_S091_01.mp4,Моя жена ходит в магазин,Моя жена ходит в магазин
091/P13_S091_02.mp4,Моя жена ходит в магазин,Моя жена ходит в магазин
091/P13_S091_03.mp4,Моя жена ходит в магазин,Моя жена ходит в магазин
091/P13_S091_04.mp4,Моя жена ходит в магазин,Моя жена ходит в магазин
092/P13_S092_00.mp4,Мой муж игра футбол,Мой муж играет в футбол
092/P13_S092_01.mp4,Мой муж игра футбол,Мой муж играет в футбол
092/P13_S092_02.mp4,Мой муж игра футбол,Мой муж играет в футбол
092/P13_S092_03.mp4,Мой муж игра футбол,Мой муж играет в футбол
092/P13_S092_04.mp4,Мой муж игра футбол,Мой муж играет в футбол
093/P13_S093_00.mp4,Ваш сын очень умный,Ваш сын очень умный
093/P13_S093_01.mp4,Ваш сын очень умный,Ваш сын очень умный
093/P13_S093_02.mp4,Ваш сын очень умный,Ваш сын очень умный
093/P13_S093_03.mp4,Ваш сын очень умный,Ваш сын очень умный
093/P13_S093_04.mp4,Ваш сын очень умный,Ваш сын очень умный
094/P13_S094_00.mp4,Мой сын заниматься спорт борьба,Мой сын занимается спортивной борьбой
094/P13_S094_01.mp4,Мой сын заниматься спорт борьба,Мой сын занимается спортивной борьбой
094/P13_S094_02.mp4,Мой сын заниматься спорт борьба,Мой сын занимается спортивной борьбой
094/P13_S094_03.mp4,Мой сын заниматься спорт борьба,Мой сын занимается спортивной борьбой
094/P13_S094_04.mp4,Мой сын заниматься спорт борьба,Мой сын занимается спортивной борьбой
095/P13_S095_00.mp4,Твои мальчик и девочка ходят на плавание,Твои мальчик и девочка ходят на плавание
095/P13_S095_01.mp4,Твои мальчик и девочка ходят на плавание,Твои мальчик и девочка ходят на плавание
095/P13_S095_02.mp4,Твои мальчик и девочка ходят на плавание,Твои мальчик и девочка ходят на плавание
095/P13_S095_03.mp4,Твои мальчик и девочка ходят на плавание,Твои мальчик и девочка ходят на плавание
095/P13_S095_04.mp4,Твои мальчик и девочка ходят на плавание,Твои мальчик и девочка ходят на плавание
096/P13_S096_00.mp4,Дети игра футбол,Дети играют в футбол
096/P13_S096_01.mp4,Дети игра футбол,Дети играют в футбол
096/P13_S096_02.mp4,Дети игра футбол,Дети играют в футбол
096/P13_S096_03.mp4,Дети игра футбол,Дети играют в футбол
096/P13_S096_04.mp4,Дети игра футбол,Дети играют в футбол
097/P13_S097_00.mp4,Чем ты занимаешься,Чем ты занимаешься
097/P13_S097_01.mp4,Чем ты занимаешься,Чем ты занимаешься
097/P13_S097_02.mp4,Чем ты занимаешься,Чем ты занимаешься
097/P13_S097_03.mp4,Чем ты занимаешься,Чем ты занимаешься
097/P13_S097_04.mp4,Чем ты занимаешься,Чем ты занимаешься
098/P13_S098_00.mp4,Я дома хозяйн,Я домохозяйка
098/P13_S098_01.mp4,Я дома хозяйн,Я домохозяйка
098/P13_S098_02.mp4,Я дома хозяйн,Я домохозяйка
098/P13_S098_03.mp4,Я дома хозяйн,Я домохозяйка
098/P13_S098_04.mp4,Я дома хозяйн,Я домохозяйка
099/P13_S099_00.mp4,Где ты работа,Где ты работаешь
099/P13_S099_01.mp4,Где ты работа,Где ты работаешь
099/P13_S099_02.mp4,Где ты работа,Где ты работаешь
099/P13_S099_03.mp4,Где ты работа,Где ты работаешь
099/P13_S099_04.mp4,Где ты работа,Где ты работаешь
101/P13_S101_00.mp4,Я работа швейная машина фабрика,Я работаю на швейной фабрике
101/P13_S101_01.mp4,Я работа швейная машина фабрика,Я работаю на швейной фабрике
101/P13_S101_02.mp4,Я работа швейная машина фабрика,Я работаю на швейной фабрике
101/P13_S101_03.mp4,Я работа швейная машина фабрика,Я работаю на швейной фабрике
101/P13_S101_04.mp4,Я работа швейная машина фабрика,Я работаю на швейной фабрике
102/P13_S102_00.mp4,Я работа кафе,Я работаю в кафе
102/P13_S102_01.mp4,Я работа кафе,Я работаю в кафе
102/P13_S102_02.mp4,Я работа кафе,Я работаю в кафе
102/P13_S102_03.mp4,Я работа кафе,Я работаю в кафе
102/P13_S102_04.mp4,Я работа кафе,Я работаю в кафе
103/P13_S103_00.mp4,Я работа плотник мастер комната,Я работаю плотником в мастерской
103/P13_S103_01.mp4,Я работа плотник мастер комната,Я работаю плотником в мастерской
103/P13_S103_02.mp4,Я работа плотник мастер комната,Я работаю плотником в мастерской
103/P13_S103_03.mp4,Я работа плотник мастер комната,Я работаю плотником в мастерской
103/P13_S103_04.mp4,Я работа плотник мастер комната,Я работаю плотником в мастерской
104/P13_S104_00.mp4,Моя мама работа парикмахер,Моя мама работает парихмахером
104/P13_S104_01.mp4,Моя мама работа парикмахер,Моя мама работает парихмахером
104/P13_S104_02.mp4,Моя мама работа парикмахер,Моя мама работает парихмахером
104/P13_S104_03.mp4,Моя мама работа парикмахер,Моя мама работает парихмахером
104/P13_S104_04.mp4,Моя мама работа парикмахер,Моя мама работает парихмахером
105/P13_S105_00.mp4,Мой папа обувь пошывать,Мой папа сапожник
105/P13_S105_01.mp4,Мой папа обувь пошывать,Мой папа сапожник
105/P13_S105_02.mp4,Мой папа обувь пошывать,Мой папа сапожник
105/P13_S105_03.mp4,Мой папа обувь пошывать,Мой папа сапожник
105/P13_S105_04.mp4,Мой папа обувь пошывать,Мой папа сапожник
106/P13_S106_00.mp4,Я скоро буду университет учиться,Я скоро буду студентом
106/P13_S106_01.mp4,Я скоро буду университет учиться,Я скоро буду студентом
106/P13_S106_02.mp4,Я скоро буду университет учиться,Я скоро буду студентом
106/P13_S106_03.mp4,Я скоро буду университет учиться,Я скоро буду студентом
106/P13_S106_04.mp4,Я скоро буду университет учиться,Я скоро буду студентом
107/P13_S107_00.mp4,Я тоже учусь в школе,Я тоже учусь в школе
107/P13_S107_01.mp4,Я тоже учусь в школе,Я тоже учусь в школе
107/P13_S107_02.mp4,Я тоже учусь в школе,Я тоже учусь в школе
107/P13_S107_03.mp4,Я тоже учусь в школе,Я тоже учусь в школе
107/P13_S107_04.mp4,Я тоже учусь в школе,Я тоже учусь в школе
108/P13_S108_00.mp4,Я люблю животных,Я люблю животных
108/P13_S108_01.mp4,Я люблю животных,Я люблю животных
108/P13_S108_02.mp4,Я люблю животных,Я люблю животных
108/P13_S108_03.mp4,Я люблю животных,Я люблю животных
108/P13_S108_04.mp4,Я люблю животных,Я люблю животных
109/P13_S109_00.mp4,Я тоже обожаю собак,Я тоже обожаю собак
109/P13_S109_01.mp4,Я тоже обожаю собак,Я тоже обожаю собак
109/P13_S109_02.mp4,Я тоже обожаю собак,Я тоже обожаю собак
109/P13_S109_03.mp4,Я тоже обожаю собак,Я тоже обожаю собак
109/P13_S109_04.mp4,Я тоже обожаю собак,Я тоже обожаю собак
110/P13_S110_00.mp4,У меня есть кошка,У меня есть кошка
110/P13_S110_01.mp4,У меня есть кошка,У меня есть кошка
110/P13_S110_02.mp4,У меня есть кошка,У меня есть кошка
110/P13_S110_03.mp4,У меня есть кошка,У меня есть кошка
110/P13_S110_04.mp4,У меня есть кошка,У меня есть кошка
111/P13_S111_00.mp4,Ты будешь кофе,Ты будешь кофе
111/P13_S111_01.mp4,Ты будешь кофе,Ты будешь кофе
111/P13_S111_02.mp4,Ты будешь кофе,Ты будешь кофе
111/P13_S111_03.mp4,Ты будешь кофе,Ты будешь кофе
111/P13_S111_04.mp4,Ты будешь кофе,Ты будешь кофе
